"ITTER107","Territorio","TIPO_DATO35","Tipo dato","REATI_PS","Tipo di delitto","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DAMARS","danneggiamento seguito da incendio","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",17,,
"IT","Italia","VICTIM","numero di vittime di delitto","DAMARS","danneggiamento seguito da incendio","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",39,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DAMARS","danneggiamento seguito da incendio","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",2,,
"IT","Italia","VICTIM","numero di vittime di delitto","DAMARS","danneggiamento seguito da incendio","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",24,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DRUG","normativa sugli stupefacenti","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",1506,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DRUG","normativa sugli stupefacenti","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",129,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTACK","attentati","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",3,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTACK","attentati","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CRIMASS","associazione per delinquere","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",161,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CRIMASS","associazione per delinquere","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",39,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIASS","associazione di tipo mafioso","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",13,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIASS","associazione di tipo mafioso","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SMUGGL","contrabbando","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",21,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SMUGGL","contrabbando","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","OTHCRIM","altri delitti","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",10083,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","OTHCRIM","altri delitti","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",3222,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TOT","totale","1","maschi","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",22262,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TOT","totale","2","femmine","Y45-54","45-54 anni","FRG","straniero-a","2019","2019",7005,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MASSMURD","strage","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MASSMURD","strage","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INTENHOM","omicidi volontari consumati","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",3,,
"IT","Italia","VICTIM","numero di vittime di delitto","INTENHOM","omicidi volontari consumati","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",2,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INTENHOM","omicidi volontari consumati","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","INTENHOM","omicidi volontari consumati","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",4,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROBBHOM","omicidi volontari consumati a scopo di furto o rapina","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROBBHOM","omicidi volontari consumati a scopo di furto o rapina","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROBBHOM","omicidi volontari consumati a scopo di furto o rapina","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROBBHOM","omicidi volontari consumati a scopo di furto o rapina","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIAHOM","omicidi volontari consumati di tipo mafioso","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","MAFIAHOM","omicidi volontari consumati di tipo mafioso","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIAHOM","omicidi volontari consumati di tipo mafioso","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","MAFIAHOM","omicidi volontari consumati di tipo mafioso","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TERRORHOM","omicidi volontari consumati a scopo terroristico","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","TERRORHOM","omicidi volontari consumati a scopo terroristico","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTEMPHOM","tentati omicidi","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",10,,
"IT","Italia","VICTIM","numero di vittime di delitto","ATTEMPHOM","tentati omicidi","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",7,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTEMPHOM","tentati omicidi","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","ATTEMPHOM","tentati omicidi","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",4,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INFANTHOM","infanticidi","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","INFANTHOM","infanticidi","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MANSHOM","omicidi preterintenzionali","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","MANSHOM","omicidi preterintenzionali","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",2,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MANSHOM","omicidi preterintenzionali","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","MANSHOM","omicidi preterintenzionali","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","UNINTHOM","omicidi colposi","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",37,,
"IT","Italia","VICTIM","numero di vittime di delitto","UNINTHOM","omicidi colposi","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",10,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","UNINTHOM","omicidi colposi","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",12,,
"IT","Italia","VICTIM","numero di vittime di delitto","UNINTHOM","omicidi colposi","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",4,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROADHOM","omicidi colposi da incidente stradale","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",25,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROADHOM","omicidi colposi da incidente stradale","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",8,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROADHOM","omicidi colposi da incidente stradale","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",6,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROADHOM","omicidi colposi da incidente stradale","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",3,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BLOWS","percosse","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",106,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BLOWS","percosse","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",46,,
"IT","Italia","VICTIM","numero di vittime di delitto","BLOWS","percosse","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",76,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CULPINJU","lesioni dolose","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",521,,
"IT","Italia","VICTIM","numero di vittime di delitto","CULPINJU","lesioni dolose","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",309,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CULPINJU","lesioni dolose","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",186,,
"IT","Italia","VICTIM","numero di vittime di delitto","CULPINJU","lesioni dolose","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",242,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MENACE","minacce","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",527,,
"IT","Italia","VICTIM","numero di vittime di delitto","MENACE","minacce","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",226,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MENACE","minacce","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",235,,
"IT","Italia","VICTIM","numero di vittime di delitto","MENACE","minacce","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",242,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","STALK","stalking","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",38,,
"IT","Italia","VICTIM","numero di vittime di delitto","STALK","stalking","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",34,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","KIDNAPP","sequestri di persona","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",17,,
"IT","Italia","VICTIM","numero di vittime di delitto","KIDNAPP","sequestri di persona","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","KIDNAPP","sequestri di persona","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",6,,
"IT","Italia","VICTIM","numero di vittime di delitto","KIDNAPP","sequestri di persona","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",2,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","RAPE","violenze sessuali","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",2,,
"IT","Italia","VICTIM","numero di vittime di delitto","RAPE","violenze sessuali","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",19,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","RAPEUN18","atti sessuali con minorenne","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",10,,
"IT","Italia","VICTIM","numero di vittime di delitto","RAPEUN18","atti sessuali con minorenne","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","RAPEUN18","atti sessuali con minorenne","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","RAPEUN18","atti sessuali con minorenne","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CORRUPUN18","corruzione di minorenne","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",2,,
"IT","Italia","VICTIM","numero di vittime di delitto","CORRUPUN18","corruzione di minorenne","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CORRUPUN18","corruzione di minorenne","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","CORRUPUN18","corruzione di minorenne","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PROSTI","sfruttamento e favoreggiamento della prostituzione","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",20,,
"IT","Italia","VICTIM","numero di vittime di delitto","PROSTI","sfruttamento e favoreggiamento della prostituzione","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",4,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PORNO","pornografia minorile e detenzione di materiale pedopornografico","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",4,,
"IT","Italia","VICTIM","numero di vittime di delitto","PORNO","pornografia minorile e detenzione di materiale pedopornografico","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PORNO","pornografia minorile e detenzione di materiale pedopornografico","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","PORNO","pornografia minorile e detenzione di materiale pedopornografico","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","THEFT","furti","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",760,,
"IT","Italia","VICTIM","numero di vittime di delitto","THEFT","furti","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",6577,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BAGTHEF","furti con strappo","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",6,,
"IT","Italia","VICTIM","numero di vittime di delitto","BAGTHEF","furti con strappo","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",77,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BAGTHEF","furti con strappo","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","BAGTHEF","furti con strappo","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",191,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PICKTHEF","furti con destrezza","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",88,,
"IT","Italia","VICTIM","numero di vittime di delitto","PICKTHEF","furti con destrezza","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1581,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","PICKTHEF","furti con destrezza","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",34,,
"IT","Italia","VICTIM","numero di vittime di delitto","PICKTHEF","furti con destrezza","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",2484,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BURGTHEF","furti in abitazioni","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",44,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SHOPTHEF","furti in esercizi commerciali","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",238,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SHOPTHEF","furti in esercizi commerciali","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",198,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","VEHITHEF","furti in auto in sosta","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",26,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","VEHITHEF","furti in auto in sosta","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",3,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ARTTHEF","furti di opere d'arte e materiale archeologico","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TRUCKTHEF","furti di automezzi pesanti trasportanti merci","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","TRUCKTHEF","furti di automezzi pesanti trasportanti merci","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MOPETHEF","furti di ciclomotori","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MOPETHEF","furti di ciclomotori","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MOTORTHEF","furti di motocicli","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CARTHEF","furti di autovetture","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",6,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","CARTHEF","furti di autovetture","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROBBER","rapine","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",57,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROBBER","rapine","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",122,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ROBBER","rapine","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",17,,
"IT","Italia","VICTIM","numero di vittime di delitto","ROBBER","rapine","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",110,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","HOUSEROB","rapine in abitazione","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",9,,
"IT","Italia","VICTIM","numero di vittime di delitto","HOUSEROB","rapine in abitazione","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",15,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","HOUSEROB","rapine in abitazione","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","HOUSEROB","rapine in abitazione","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",16,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BANKROB","rapine in banca","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","BANKROB","rapine in banca","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","BANKROB","rapine in banca","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","VICTIM","numero di vittime di delitto","BANKROB","rapine in banca","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","POSTROB","rapine in uffici postali","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","POSTROB","rapine in uffici postali","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SHOPROB","rapine in esercizi commerciali","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",17,,
"IT","Italia","VICTIM","numero di vittime di delitto","SHOPROB","rapine in esercizi commerciali","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",6,,
"IT","Italia","VICTIM","numero di vittime di delitto","STREETROB","rapine in pubblica via","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",84,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","STREETROB","rapine in pubblica via","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",7,,
"IT","Italia","VICTIM","numero di vittime di delitto","STREETROB","rapine in pubblica via","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",73,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","EXTORT","estorsioni","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",41,,
"IT","Italia","VICTIM","numero di vittime di delitto","EXTORT","estorsioni","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",24,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","EXTORT","estorsioni","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",17,,
"IT","Italia","VICTIM","numero di vittime di delitto","EXTORT","estorsioni","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",19,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SWINCYB","truffe e frodi informatiche","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",494,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SWINCYB","truffe e frodi informatiche","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",198,,
"IT","Italia","VICTIM","numero di vittime di delitto","SWINCYB","truffe e frodi informatiche","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",444,,
"IT","Italia","VICTIM","numero di vittime di delitto","CYBERCRIM","delitti informatici","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",18,,
"IT","Italia","VICTIM","numero di vittime di delitto","CYBERCRIM","delitti informatici","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",26,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","COUNTER","contraffazione di marchi e prodotti industriali","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",283,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MONEYLAU","riciclaggio e impiego di denaro, beni o utilità di provenienza illecita","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",44,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","USURY","usura","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",6,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","USURY","usura","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","USURY","usura","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","VICTIM","numero di vittime di delitto","DAMAGE","danneggiamenti","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",583,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DAMAGE","danneggiamenti","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",64,,
"IT","Italia","VICTIM","numero di vittime di delitto","ARSON","incendi","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",6,,
"IT","Italia","VICTIM","numero di vittime di delitto","DAMARS","danneggiamento seguito da incendio","1","maschi","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",19,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","DAMARS","danneggiamento seguito da incendio","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",1,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","ATTACK","attentati","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","MAFIASS","associazione di tipo mafioso","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",0,,
"IT","Italia","OFFEND","numero di autori di delitto denunciati/arrestati dalle Forze di polizia","SMUGGL","contrabbando","2","femmine","Y55-64","55-64 anni","FRG","straniero-a","2019","2019",2,,
